text_code,sent
"[1837 1839  369    0    0  123  108    9   21    0    0  208 6644    7
 1442    0   15    0 6643    1 2533    3]",neutral
"[ 123  108 6642    0 6641  219  234 1795  456    3   17  383  141    0
   20 6640 1926 2061    0    1   24  284]",neutral
"[ 766    0  570    0    0    0    0    0    0  396  210  123  108   19
  277    0   68   10 1754 2031  210 3276 3149    0    0 6639  836    0]",neutral
"[   0  123  108    9  336  121  136    0    1 3094 1265    0    0    0
    0  384    1 1442  261 6638    0 6637 6636    0    0    0    0 3667
 6927    0]",negative
"[ 184    0   75  240    0  121 6928    0    0    0  842   92    0  219
    7   81  556    0  123  108    9  336    1  557    0    5   54    0
   80    0]",positive
"[6929    0  570    0    0    0  123  108   86 2083    0   85   29  259
 1442    0   31    0   15  199 1469   27    0 3405    0    0    0    3]",neutral
"[ 123  108    0  100   78    9    0    1   84  210    0    1  619 1122
    0   17   62   27   14    7    0  329  497]",neutral
"[3403    0  295    4    0    4  396  210  123  108 1029   10 6983 3400
 1510    0 1096   46 2144  219    0    0    0    3]",neutral
"[ 141  123  108    9  202    0    0  125  594    7 7222    0    0    0
    0  219    0 1075    0    3    2]",positive
"[   0  396  210  123  108 7221    0  219    7  210    0    1  252 1643
 3142    7  157    9  102    0 7220    0    0    0    3]",neutral
"[   2   87   10 7219 1576   85   24  149   30  121  136    0   26    0
  123  108   25  608  584 3811 7218    0   85  418  110]",positive
"[  17  387   14 4079    0    0 1335    0    0  123  108   23  282  340
  281  203    0   68    0  155   63  984 7217    0    0    0    0  293
    0    0    0    0]",neutral
"[2544    0 1754 2031 1117 2374 3149    0  449   10  123  108    0  105
   18 1233    0  149   25  352  201   14    0    0   44   54   58    0
    0    0    0   75  576    0]",positive
"[   1 7216 3423 3423    0 3420    0  698 2655 1467    0  123  108 7215
    0    1 7214 3420    0  414  344    9 1522    0 4070    0]",neutral
"[   0 2751 7213  766    0  295    4    0  570    0    0    0 7212    0
  396  210  123  108   38 3288   35    0 2054    5 7211    0    1 1472
    5]",neutral
"[ 123  108 1465    0  409   94    0    0 2500 1438  231    4    0  209
    0   13  297    0  597    0    3    3]",neutral
"[ 788    0    1    4 7210    2  123  108 3581   80    0  249   18  985
 1676 1416    0  106    0    3    3]",neutral
"[   0   62  123  108   19  597    0    0  499    7  210    0 1438   84
   68    0]",positive
"[ 123  108    0 3810    0  901   11    0 2442 7209   27    0  420  219
    0    0    0    2    3    6]",neutral
"[ 396  210  123  108 2985    0   79   71    0 1416    0 1609    0  277
   10 2051   89    0    0 3283    0    0    0    0    3]",neutral
"[3388    0  396  210  123  108   19    0  879    0    1 7208   11    0
  918 3386    5  897  984    0  622    0    0    0    3]",neutral
"[ 396  210  123  108    0  106   20 1178    7    0 1737 1209    0    1
 7207    0 1652 7206    0    0    0    0    3]",neutral
"[ 935 7205  334  123  108    9  518  597    0  858   27    0  780  420
  219    0    6    3]",neutral
"[ 125 1137    0  123  108    5   23 1131 1416    0  319    0  641    1
 1623    0    1 7204    0 4672    0    6    3]",positive
"[ 396  210  123  108 1666    0  988 2026  711    0   47 3666    1 1049
 7203  711  934]",neutral
"[3038  984 1565    0    6    0   68    2 1335   52    0 7202  537   52
    0    5  123  108    0    0    0    1 1935 7201    0]",negative
"[   0  371    0    1 1166    0   14  123  108    9  219    0  123  108
    0]",negative
"[ 123  108  341    0 4405    0    0    1 7200    0   39   92    0    0
 7223  184    1   12    0    3]",negative
"[ 123  108    0   21   22    0  219    7  210    0    0    0    9  189
 7224    0  396  210  212  621 1044    0]",negative
"[   8   66    0   44    0  123  108 1133    7  210   10  566    0   46
  396   96 2266  188    0  566    0  210    7    0   59  621    0]",positive
"[   0  537   52    0 1335   52    0  123  108    0 1053    0 2204 4279
    0  105   18  984    0  930  984    0    0    9   17  584    1   41
  286    0    0  359    0    0]",negative
"[2675 3521    0   21   17   75 7225    0    0    0 1055 2143    0    0
    0 7238    0    0    0  123  108    0   75  114    0   13    0 7248
   31    0]",positive
"[   0    0   37    0    0  123  108   20   74    0  297    0   14    9
 1958    1 1685  984    0    0    0   14    9  617   17    0  901]",negative
"[ 108    0    4  219    0    0    0   17   61    0   66    0    0  396
  210  123  108  238   46  110  855 2223   68   27    0    0    0    0
    3]",neutral
"[ 108    0   21  245    0   13    0  988 1263    0    7    4  219  396
  210  123  108  190    0   68    0    0  332    0    0    0    0    3]",neutral
"[   2  123  108    0    0  364 1106   45    0  320    0 2208  402    0
    0  204    0 1133    0   15    0    9   21    0    0 1273  442    0
    0    0    0]",positive
"[  25    0  222  310  836    0   19 4612  438  397  219    0  123  108
    0    0  396  210  123  108  190    0   68    0    0    0    0    3]",neutral
"[ 108  239  450   19 2225  836    0 1133    7  210    0  396  210  123
  108  190   68   41    0    0    0    0    0    0    3]",positive
"[   6  108  239    0    0   21  245    0    0   19 7247 1997    0  396
  210  123  108  190   68    0   20 7246    0    0    0    3]",positive
"[ 108  239    0    0  219    0    0   48    1    0  988 1263    0    6
  396  210  123  108  190   68   14    1 7245    0    0    0    3]",positive
"[   3  123  108 1161 7244   27   46   84  509    0 1861 7243 7242    0
   81   24  302 2381    0]",neutral
"[   0  123  108    0 1646    0   68    4    0    1   12  284    0    1
 1645    0 7241    0 1300    0    3    6]",neutral
"[   2   13    8  389  592    0    2 1145   27  123  108    0    0    9
 2225   21    0  219    7    6    3]",neutral
"[ 123  108    0    4  771    0   21  245    0   13    0  988 1263    0
  219    0    0 2904    0    0  108  190   68   41    0  104    0    0
    0    3]",neutral
"[   1 3400 1510  938    0  141  123  108    0  420  219    9    0  103
  212    0 1848    3    6    6]",neutral
"[ 108    0  420  771 3040    0   44    0   73    7  450    0  766    0
  421    4    0 7240    0    0    0    0    0    0  396  210  123  108
  190    1  252 7239    0    0    0]",neutral
"[ 123  108  431    0 1737    0  106    5 2605    0  369   30    0 4157
   10  322  414    0  157    3]",positive
"[ 123  108    5 7237 7226 3677 7236   10 3322    7 1177  265    0    0
   71 4373    3]",positive
"[ 123  108    0   74    0    0  482    0    1    4  557    3    0  263
  123    0  219    0    0  186    1 7235    0]",neutral
"[ 396  210  123  108  802   46  252 1856    5 7234  729  310    0   68
   27  836    0  717    0  219    0    0    0    3]",positive
"[ 36   0 123 108   9  21 597   0 858   0   4 557 232 202 201   1 815   0
   3   3]",neutral
"[ 123  108    0  219    7 1997 7233    0    0    0  988 1263    0    0
    0    0   58    0    0 4121    7  157    0  297    0    3]",neutral
"[ 901    0  570    0    0    0    0    0    0  396  210  123  108  190
    0   68    0    0   69  332    0 7232  836    0   48    1  988 1263
    0]",neutral
"[   0  478 7231 1737    0 3438    0  231    4    0  570    0    0    0
   45    8   38  123  108    0    0    0   21 1135  264 1587    0  276
    1 3222 7230  396]",neutral
"[7229    0    6  123  108    0  857    9  653   46 3248   27  322  557
    0 7228  108 7227 7199    7    0    0    0    0    3]",negative
"[   6    0    0    6 7198 7197  123  108    0  423    1  913   12 7196
 7168    0    3]",negative
"[ 123  108    0  857    9  653   46 3248   27  322  557    0    0    1
  369    0 1521    3]",neutral
"[ 123  108    9   21   13    1    0  988 1263    0    0  219    7 2801
   15    0  654   10    1 1263  787 7167    7    0  442    0    6    2]",negative
"[  15   44    0   14   80    0    1 7166    0    0    0    0 2174    0
    0    0    0 1920    0    0    0    0    0  123  108    0    3]",positive
"[ 151    0  108 7165    0    0  105   18 1233    0  670   46 1209    0
  396  210  123  108   19  449   10 1754    0    0    0    0    3]",neutral
"[ 123  108    0 2638    0    0  297    0  496    0    0  396  210  123
  108 4483    0   64   14    0  297    0  496    0   10    1  616 7164
    0    0    0]",negative
"[ 123  108   91    0   46 1183   23   16   33  226 7163   10    0  205
  409  123    0    0 2186    0    0]",negative
"[ 322 1272  594 2220    1  557    0   53    0   19    0  123  108  544
 3115    0    0    3]",positive
"[   0  123  108 1133    7  210    0    0   25 3891    0    1  607    0
 3263 3690    0 1847    0   64    3]",positive
"[ 123  108    9   17    0    1  729    0 7162    1  450 7161    0    0
    0    0 1370    0 1715    0 3764  278    0 7160    0  219  123  219
    0]",positive
"[ 123  108    1 7159  161    8   58   16  403 2202   42 1193    0    0
   44 7158 7157    0    3]",negative
"[   2   61    0  524   14    0  123  108    9 3046    1    4 3707  420
  557    0   26    0  218  424   81    7    1 1251    0]",positive
"[3674    0  570    0    0    0  396  210  123  108    0   64  802    0
 7156    0   44    0  108  557    7    1 1272  420 1251]",neutral
"[   2 1059   82  123  108    0    0   40    0   42 1226    0    5    0
    0   21  189  499    0    0    6]",neutral
"[   2    6    6  950    4    4   79    0    1 4188   19  833    0 7155
  123  108]",neutral
"[   2    2 7154    0    0   44    0   56   97    0  296   51    0    0
    0   28    8   11    0    0]",positive
"[  16    0  349    0  328   30  722   30    0 7153 3636    0   26    0
   77   30   56   97    0    0    0    0    0    1 7152  469    7  848
    0    0  106]",negative
"[ 879    0    0   54    0  724   56   97   89   47    5   44  196  197
    0  301    0   72   18    0 3595  617]",positive
"[  72   41   20    1   59   33 2920   14    0   20    0   56   97  224
    0   73    5 7151 1483    0    0  673  227]",positive
"[ 221   42  260   10    0 3629    0  709 1160 3671    0    0   56   97
    0    0  782   11   41    0    3]",positive
"[ 326   18  592    0  495   74    0 7150 1614    0    8    9   66  211
   29   56   97    0    0    0    6    6    3]",neutral
"[  0 595  10  23  15  56  97   0   0 754   0  23 874   0 448   0 389   1
  12 310   0   3]",positive
"[  43    0    1  531    0  741  578    0   45  198    0  221 1152   30
   56   97   20    0   23   33  819    5   21   40 2142 7149    0]",negative
"[ 113    5  456   38  499    7  199 3871 1251    0    5   56   97    0
   60    0    0    0  505    0    1 1206  575    0 7148   38    0   24
  284]",positive
"[202   0   0   0 155   0  27   4  11   0   2   0   0 155  13   0 710  56
  97   0 303 369   0]",positive
"[   0   54  238   56   97   57 7147 7146  104  327  193    0 7169    5
    0   62    0    0    0  202    0   13    0   75   47]",positive
"[2988   47  678    0  195   56   97    0  736    0    0  245  631    0
  377    0    1 1975    0    6]",positive
"[  56   97    9   17    0    0  684 7145    0   23   33    0    5  478
 2104    9   17    0    0  684 3206    0   23   33    0]",positive
"[7170    0  195   56   97    7    1   24   33    0 2199    0 1889    1
 7172    0  353    0    0    0  624    0  436    7   23   65   86 1949
    0    0   60]",neutral
"[   0  891    0   15    6    0   14    0  352   56   97    0   59  302
    5   20 7195 1907   10 7194    0]",positive
[195  56  97   7   1  12  33  85   0  47 838],neutral
"[  44  209   43    0   45    8    0    0  409 2406    0    0   47   41
    0   39   56   97]",neutral
"[ 226 1541   82    1  841  258    0   53  114  151  636   30    1   56
   97  841    0 4075   10   23 7193 1469    0   16   94]",neutral
"[7192    5   56   97  519    7   11    0    0    0    0  155  240  539
    0    1  110   18    0  283    0  640    0    0    0    0    0 7191
    0 1912 1525    0]",positive
"[  0  44  38   8   0 259   4 759   0   0   0  56  97   0   1 354  60  56
  97   0  56  97   4   0  56  60   0  56  97  12 294   4   0]",positive
"[   2    8    9 1698    1  265   18    0  190  530  218  973   42  411
   83   14    0  519    0    0   56   97    0    1   87  241   14  218]",positive
"[ 102   35  106  548    0    0  543   80    1 1205  443    1 1423    0
  187   10   56   97]",positive
"[3769  452  216    0 3268  258   29    0   56   97    0   11   41    0
    1    6    3    3]",positive
"[   2  462    0  484    8 1103    0   68   45    0  431   35    8   58
    0   28   56   97    5  437    0]",positive
"[  22    0    0   56   97   11    0    0    0    0  378  256  194    1
  408    0    0 1072    0  360  719    5    0 1168   72   33    0    0
  321    4    0    0    0]",positive
"[  90  294 2307    0    0   97    0  221    0    0    6  794   96 3037
    1 1006    7   56   97    0    4    4    0    0   40  811    3]",positive
"[ 102 1132   79 3778 3775   11  548    0 1205  443    1 1423    0   56
   97    2    3]",positive
[   1 4583  449    0    1   56   97  841    0  275    0  196    0],neutral
[  2  17 304   1 459  29   2  11   0 294   7   6   0  56  97   0],neutral
"[  36  574  379 7189    0  471   68    0  139    4   10   56   97    3
    2    3]",positive
"[   0    0    0  422    0  477    4  665 7188    0   56   97  251    0
  495  655    0    0    0  263   82  326   48   16  323   99   35    0]",negative
"[   2 2359    0    0   51    0  155  372   39    0   56   97 2422 2419
   14    0   91   89   23  656    7  103    0  248 1833]",positive
"[ 750    0  233    0  345 2380   88   12  104   85    0    0    0   39
    1   56   97 2210    0  326]",neutral
"[   2   44   27 7187    0    0 4067    0   56   97    0    0   25   28
    0   14    9    0  697    0  314    0    1  125  233    0    0    0
    0]",positive
"[  45    0   37 1363    0    0   58    0  579  188    1 7186   10    1
   56   97  841  333  272  707    0    1 1286  449]",positive
"[ 350    0    0    0  152    0   64   25  279  298    0   79    0   14
   56   97 4668    0   94 7185 1429    0   87    0    4    3]",positive
"[   0    0 2406    0  808   58    0   39   56   97    7    1 7184   33
    0    0   17   58    0    0  587    0   53  316    0    0]",negative
"[  93  466 1160 2121  260    0    1  531 1965   80   11   10  709 7182
    0    0   56   97    0    0    3]",positive
"[3382    0  475  195   56   97   10 3836 2164    2 7181   81  628    7
   22   35   11    6    6]",positive
"[3802    0    0   19  346   76    1 2309    0    0    9 3969  211    0
 4009    0   82   27    8   39   56   97    0 3802    0  510    0    0
    6]",positive
"[1459    0    5  764  373 4645    7    1   18    0   51  195   56   97
    0    0    0  748    0  391    7    0  196  221    0   53    0]",positive
"[ 240    7    1   56   97 3006  994    1 7180 1325   94    0   53    7
  709 7179 2248    0 2968    0   37    0    0    0    3]",positive
"[ 315    8 1218   65 3634    0    7   93  997    0   56   97    5 7178
  150    0    0    0   28    8   84   47    0    0    0    3]",positive
"[   7  270   65 7177   83    0   56   97 3865    0    1  736 1579  206
   29    0   74    3]",positive
"[1001    0   24 4342  720   10    2   56   97    0  315    8    7    0
 1974   94    0 1083 1249    0]",positive
"[   0 7176    0  214 2547 1379    0   56   97    0    1 2009 2379 7175
    0    0   16  589    0    0  203    3]",positive
"[ 596    0  295    4    0  203    0   93   36  379    6 1965   80   10
   56   97    0    0   83  257    3    3]",positive
"[   2   56   97    0    0   17  304    1   31  759    0  303  632  744
    0 1149  520    0  441  469    0    1 7174    0 7173    0    0]",neutral
"[  56   97 3096   10   23    1    4  759    0    0  213   35    0 1213
  331   12    3    3]",positive
"[ 588   74  195   56   97    0    1  354   60    5 1889  141    1   24
   43    0    0  684    0    6]",negative
"[ 25   0 192   0  28   8 862 149   2   0   1 646  94   0  56  97 596  12
 203   6   0]",positive
"[  2 388   0  54  63   0  59  43   5   0  19   0   1  72  43  30   1  56
  97 759   0  96 367]",positive
"[   2  202    0    9    0 3732    0  189  272    1 1036   95    0   76
    1  649    0   86    5   56   97  527    0  211    0  422 7171 3732
    0]",positive
"[7250  636   30    0   56   97  294    0   26    0    0 1440    0    0
  127   27    4 7278   57    0  314   16    0    5    0    9  423  642
 2361    0]",positive
[ 69 448   0 389   0 310   0   0  85  56  97   0 200 205 224   0   3],positive
"[ 300    2   56   97    0  155 3629   16   47   41   10    2    0   26
    0 3726  906 4262    0    3]",positive
"[ 175   12  152    0   93    6 1821    0  214 2547  294   56   97  150
    0  203    3    3]",positive
"[  11    0    0 1939    0    0    1   56    0   97  841    0  200    0
   43   19 7329    0]",positive
"[1631 1471   17 2969    0   39   56   97   10    0   11   41    0   54
    0  226  389    0    0    0    5    0    0  542   22    0 2181    7
   16    0]",positive
"[ 380  572   44  178    0  562    7   56   97   18   11    0    0   17
  311   42 2138    0   42  519    5  579  281   30    0    0 7328    0]",positive
"[ 763    0   56 1903 1297    0   71   12    2   10   56   97    5   56
   60    0    3]",positive
"[   0    0 2521    0    1 7327 7326 7325 1979    0    1   56   97  841
    4  369   57    0 1012  306    0    0    7    0   12   33    0]",positive
"[  16   33    0    0   10    0 1129   65    9    0  189   77 1907   10
    1   56   97 7324  130    0    0    0]",positive
[279  28  56  97  10   0  11],neutral
"[  56   60    0   16   12   56   97  574  647   14    0  294  278    0
  186  125 1897    0    1 2811 1975    0    0   38  651  552]",positive
"[   2  287   30    0 7323 7322    0    0  304   56   97    0 7321 7320
    0   68    0   76  289   51    0   10 7319 2006 7318    0]",positive
"[ 439  721    0   28   56   97   45    0   20    4    0    0  304    6
    0  223 1505    4  285  563    0    0  709  806    0    3]",positive
"[   2    0    0    0    0    0  759   14    0  225   85    0   15    1
   24    0   56   97    0    0    0  385 3031    0    0 7317    0    0
    0    0    0 2678   55    0    0  982]",positive
[  51    0  372   37    0 1877    1 3010    0   56   97    0    3],neutral
[   0   58    0 1174   53 7316    0 7315    5 7314    5   56   97    0],positive
"[ 110   18    0 1680  246   11    0    0    0  155  562    0   56   97
  519]",positive
[   2    0  161   85    1   40   56   97    5 7313  759    0],positive
"[ 194    0 2939 2292    0   24  442   35    0  865   20  351    0    1
 2309    0   56   97 7312]",positive
"[   0   62   11  276    1 3489   38  188   14    0   19   13  425    0
   56   97 1123    0    0    0]",positive
"[  15    0    0  562    0   56   60  519   96    0    0    0 1009    0
   56   97  519    0   31    0    0    0  826    7 7311  807    0]",neutral
"[  54    0  373    0   12   56   97    0    0   16 1467    0 7310    0
    0   23   37   44    0  161   58    0 2309    0 1657    0]",neutral
"[2121   68 1558    0  110  997    0   56   97    0 7309 7308  851    5
    0   48   43    0   51    0  184    0  368    0    0    3]",positive
"[   0    0   23    7 7307   15   16  240   30    1 1739   29   56   97
 7330    0    9   13    0 1969    0    3]",negative
"[ 565   56   97    0 2982  922    4    5 1657 1451    0 1260 2832    9
    0    1  886  687 4529    0   23   33]",positive
"[  56   97    0 1379    0    1 4524 7331   16  260    7  214    0    0
    0    3]",positive
"[  56   97    0   76    0   36 1910    7    1   12  294    0   56   60
    0    0    3]",positive
"[ 287   30    0    0   22   76    0   33   11    0    0    0    0   56
   97 1319    0    0    0    0]",positive
"[ 56  97   0   0  47 114   0   0   0   0   0  22   0   0   0  75  18   0
   2   2   6   6]",positive
"[ 359    0   47  364    0   17  280    0  289    5  193   10   93 7332
    5   39   56   97]",negative
"[   2  127    0  305    8   14    0    0  353    1 3033 7345   11    5
    0    0    0  256    0  419  258   29   56   97    0]",positive
"[   0    0 3457    0 2415   80    0    1  681 2975    0   39   56   97
    7    1   59   33]",neutral
"[   0   62    0    0  155  562 7355   11   10    0   56   97  519 1662
 1284 7354 2762]",positive
"[   0    0  588    0  289    0    0   47   41  195   56   97    5    0
    0 1107 1268   10    0    0]",positive
[195  56  97   7   1 110  33   0   0 175  47   0   0],positive
"[1013 7353    5  195   56   97    0    0   47   41    0   21  189  696
   27    0    0  125  294  125  906    0]",positive
"[   0   66   16    0    0 1915   76   15    0  754    8    0   56   97
    0    2    0   54    0    0   12   43    8  178    0    0    0    0]",positive
"[ 155    0 1283   27    0   47   41    0   15    0    0  472    4    0
    5    0    0  195   56   97    0]",neutral
"[  17   86  289   29  195 7352    0  759    0    1 7351    0  125   41
    0  125  294    0   84   31    0    0   56   97    0    3]",positive
"[ 359    0    0  439    0  326    0   39   56   97    5  939 4081    0
    5   96    0   91    0    1 3372    5    0  933 4209    5   51  206
  151    0]",negative
[ 56  97   7   1  59  33  57 516  82 513   0  14   0],neutral
"[ 350  288  178    0    0    0    4    4    0  206    1   40  432    0
   56   97   15  206   87    0    4 1985  288  206    0 1059 7350 1743]",positive
"[   0    0 1009    0   56   97  519   11  275  413    8    0   23   22
    0   74  293 1560    5    8   19   85    0    0]",positive
"[1709   56   97    7   30    1   12   33   11    0  574  364    0  155
   13    0  377    0 7349    7    0    0   23    1  129 1817    0  517
 1519    0    0]",neutral
"[   0    0  328   30    0    0    1  517    0   56   97    0    0    0
  133   11    0    0   22    0    0 7348    0    0    0 1129]",positive
[ 307   16   35   29    1 1048    2 2322   29   56   97    0    3],positive
"[ 195    0    1   40   33    0 1081    1  537 4021  403    0   56   60
   20 1868 3587   29   36  462]",positive
[  0  17  58  11   0   0  74   0   0  25  28  56  60 207],neutral
"[2091    0  409    0   39   56   60    5    0   17 1799    0   13    0
  545  406   11  114    0    0    0]",negative
"[   0   13    1  689 2627    0   39   56   60    7    1   12   33    0
  977  279   63    0  395]",negative
"[   0  705    0   39   56   60    5  679   30    0   12    5    1 1008
 1089    0    0    0    0    0]",negative
"[  56   60    0  106    0    0    0  372   37    0   28    0   74    0
 2340    0]",positive
"[  75  114 7347    0    0    0    0 3451   25   63    0   23    1  197
  268   56   60    0 2152    0    0   25   63    0  268   64    0]",positive
"[   0    0    0 2626   27   82   54    0  155   63   56   60  201    0
   40  294]",positive
"[   0    0  186    0    0    0  861   51  133    0   13    0   37    0
  345   11  114    0    0  222    0    0  921    0   39   56   60    7
    1 7346   33]",positive
[  56   60   51    0    1   59  252 7344  574    0  358    0],positive
"[   2    8  178   28   56   60    0    0   20  161  125    0    0 1093
    0    0  304    0 2209    5    9   28    0    0 1238   33    0]",positive
"[  65   23    0  213    0   39   56   60   10    0    0  139    4    0
    0   19  346    0    1 7333 1891    0  346   23  368    5  450    0
    6]",positive
"[  17   99    0   28   56   60    7    1   40   33    0 4370    0  329
 1129    0    0  290    0    0    8    0  116 1667    0    0    0   15
   10 7343    0    0    6]",positive
"[ 72  18   0  28  56  60  11   5   0 884 280  28   0   0 371   0   0   0
   0 152   0   0 468 998   0   0 207]",positive
"[253  28  56  60 207  11   0   0   0   1  72  18   0  28   0   5   0   0
   0   0 152   0   0   0]",positive
"[679  56  60   7   1  12   5  72  33   0  30   1 110  33 207   0 315   8
 207   7 373 322   0   0   3]",positive
"[  91  268   56   60    0    0    0 2735  540    0    0 3297    0    0
    0    4  246  254 7342    0    1   76    0    0 1771    0 1892    0
  720    2]",negative
"[ 198  911 7341   56   60    0 1012    1   59 1432 2951  574    0 2720
 1206  575  473    0  673    0    0    0]",positive
"[   2  367 1927 2716    0  300    7   42  309    0  274  444    0    0
   19   37    0   28   56   60  212    1  789  716    0   53    0]",positive
"[2489  474    1  294    0 2811 3481 7340    0   56   60    9    0   77
 7339  130  483    0    3    6]",neutral
"[   2    2 7338    0    0    0    0    9   69  186    0 2894    0    0
    0  133   56   60  521 2450]",negative
"[   0  372   37    0    0   28   56   60   11    0    4    4    0    0
    0  256    0    0  305    8  350   82    0  290    0    0    0  256
 7337]",positive
"[   0    0  186  279    0   28   56   60   10   11    0    0  236 7336
    0]",positive
"[   0   44    0    8    0   31  678   41    0    0    0    0    0  530
   17  679   56   60 2209]",positive
"[   2    0  472   86    0   28    0   68   15    0 1632    0   56   60
    0   84   33    0]",positive
"[ 451  274    7 1329 1119    0  707  679   56   60    7    1   59   33
    0]",positive
[  0  17 679  56  60   7   1  59  33   0   0  20   0  75   0   0],positive
"[   0   58    0  193  809  452    4    0 7335    0   56   60    0   31
    0]",positive
"[   0    0    4    0    0   56   60    0   12 7334    0    1   56   97
  379    0 7306    0 2727 7305    6    3]",neutral
"[   0   38 3596    1  574   56   60    0   28    8    0    1 1891    0
    1 7304 1505   16   31    5   47    0    3]",positive
"[   2   15    0    1  374  957    0    0   16    0   56   60    0  116
 1667    0 3426  413 7303  772  205    3]",neutral
[ 39  56  60   0 139   4 163  74   0   1  97  10   2   3   6   3],neutral
"[  93  411 7275 1467   11   10   56   60    0  203    0  268    1  248
    0    3    3]",neutral
[ 195   56   60    7  640    1   12   33    0  133  116 1667    0],positive
"[   7  375   65  237    0   28   56   60    0    1  208  687  310    0
    0    0  213   35    0 1160    4    0    0  139   12    7    0  248
    0]",positive
"[   0   56   60   19    0 7274    0  977    0 1160    0  139   12    0
    0    0   25    8 7273    1  556 7272    0    0    0    0]",positive
"[  61    0 2554    0    0    0    0    0    0 7271 7270   45    8  218
  853   14  556    0   28   56   60    7    0   12   33]",positive
"[   6  363    0   11    0  363    0    0    0    0 7269    0   61    0
   58    0   66   65  959   56   60    0  363    0   11    0 7268    0]",neutral
"[   0    1   87  197    0   63   56   60 1074    0    0  395 7267 7266
 3778 3481    0    0    0    0    0    9   13 7265   80    0    6]",neutral
"[  80    0   28   56   60   11    0    1 1205    0  236   75    0    0
    2    2]",positive
"[ 253   13  297    0    0   10   56   60  362    1   59  741 1206  575
 7264    0   23   33    0]",positive
"[  84   31    0   93    6   10   56   60    0  346    1 1471    0    0
   13  293  527    0  193    5 2029    0    3]",positive
"[ 155   39   56   60  207    0   31  133    0    0  200    0    0    0
    0  779   42 1116   80  884 4502    0    0    0  800  293    0    6]",positive
[  2 516   0   0 384  56  60  20  17   1  12 294   0   5   0  17 431  35],positive
[ 22   0  28  56  60 409  11  41   0   0  19   0 605   0   0   0],positive
[ 73 294   0   1 246  84   0  56  60   3],positive
"[   2  374    0    9   13 1539    1 2792    0   56   60    0 2265    0
    3]",negative
"[ 118  169 1123    0    0    2    0   26    0    2    0    0  195    1
   24   43    0   96  521    0    1   12   43    0   96   56   60 1833]",positive
"[   2    8    9   13  389  211    0  696 1527    0   56   60    0 7263
    0 1781    4    0    0 3613    0 7262    0   44    0    0    0    1
 3610    0    0    0    0    0]",neutral
[  0   0 155  39  56  60 207   7   1  12  33],positive
"[   0  104    0    5   28   56   60    0    1 1205   11    0    0    0
    1   72   33   54   38  724    0    0   15    0  368   61    0   30
    0]",neutral
"[   2    0    0   45   19    8   13   94  369    7   56   60    0 1332
    0    0  256   27  295   12    0]",positive
"[3609    0   44    8  384    0   56   60    0    8    9    0    9   21
   30   16 3605    0 4389 1739  244    3]",neutral
"[  56   60   20 1273    1   87  197    0  218   13   99  196    0    0
    2   20 3310    0   26    0 3451    0   59  881    3]",positive
[   1   72 1303    0   56   60    9    0   43    0    1   73 1975  217],positive
"[   2  202   46 7261   14   56   60    0    1   40   73  574    0    1
  246  378  200 3649   14]",positive
[  69 7260   14   56   60    0    1   59 1432 2951  294  217],neutral
"[   1 7259    0  116 1667    0    1  220    0   56   60  468    0  175
    0  189    0    0  304    0  197   76    0    9    0    0    0    0]",positive
"[   0   17  304    0 2221   14  190   56   60 1690   31    0    0    0
  913  297   74    0]",neutral
"[  61    0  356   35    0    1  214  724    0    1  531  505    0   56
   60    0   11    0  106    0    0    4    0    4 1706    0    0    6
    3]",positive
"[  69   25    0   37  103    1  483 2318    5    0  290    0   28   56
   60    7    1   40   33   83    0  631    0  304    0    5    0  631
    0  290    0  157]",neutral
[ 56  60   0  76   0   2 977   7  43 248 349  31   0  65   0  22   0   0],positive
"[   2    0  884 1023    1   59   43    0    0    0 7258 1385  211   23
    0    0    0   99    0   56   60  294    4  369    0]",positive
"[ 56  60   0 213  76   0 977  16  31   0   0   0   0 253 186   0  28   0
 207]",positive
"[ 279    0   28   56   60   10    0   11    0    8  812    1   33    0
   22    0 7257    0    3]",positive
"[ 116 1667  104    0    0    6  150    5   39   56   60   11   41    0
 7256    0    3]",positive
"[7255    9    0  213    0    0  301    0   15    1 7254    0   87 1523
    0  221    0   80   10   56   60    0  203    0    3]",positive
"[ 510    0    0  228   22    0  102   28   56   60   10    0    0 1160
    0    3]",positive
"[  11    0    4  203    0    1 7253  788    0  259 7276    0 3792 1414
    5   39    1  214 1379    0   56   60    6]",positive
"[  56   60    0   76    0 7252    0    0   62    0  178  327    0    7
    1   12   33   96    0    0    0]",positive
"[   0   17   86  737   16  248    0   11    0   56   60    0   76    0
  977    0 1160    7   43  248    0 7277    0    0   62   21    0]",positive
"[   1   18    0  290    0   39   56   60  275   20    1   12    0  486
    0    1   84   18    0    1  330    0   86    0  363  487    0 3623
   20 3572    0    0    0]",positive
"[  31    0    6 2360 7279   96   56   60  875    0    1  208  687    0
    3    3]",positive
"[  56   60    0   76    0 1160    0    0    0 7302    0   28    0  150
    0   11    0    0    0    0    0  317    0]",positive
"[   0   17  304   56   60    7    1   12   33    0  977    5  367    0
   20  605  312 4065]",positive
"[   0  280    0   28   56   60    7    1   59   33    0 1160    0    0
    0]",positive
[150   0  28  56  60   7   1  12  33   0 659 388   0   3],positive
